#Organism Name,Strain,GenBank FTP,RefSeq FTP
"Leptospira borgpetersenii serovar Hardjo-bovis","L49","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/716/785/GCA_003716785.1_ASM371678v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/716/785/GCF_003716785.1_ASM371678v1"
"Lactobacillus delbrueckii subsp. lactis","KCCM 34717","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/888/905/GCA_001888905.1_ASM188890v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/888/905/GCF_001888905.1_ASM188890v1"
"Francisella tularensis subsp. novicida U112","U112","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/645/GCA_000014645.1_ASM1464v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/645/GCF_000014645.1_ASM1464v1"
"Streptococcus salivarius","JF","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/543/085/GCA_001543085.1_ASM154308v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/543/085/GCF_001543085.1_ASM154308v1"
"Rhodobacter sphaeroides","MBTLJ-13","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/685/625/GCA_001685625.1_ASM168562v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/685/625/GCF_001685625.1_ASM168562v1"
"Yersinia pseudotuberculosis IP 32953","IP32953","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/834/295/GCA_000834295.1_ASM83429v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/295/GCF_000834295.1_ASM83429v1"
"Shigella boydii","54-1621","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/949/455/GCA_002949455.1_ASM294945v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/949/455/GCF_002949455.1_ASM294945v1"
"Vibrio cholerae O1 str. 2010EL-1786","2010EL-1786","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/166/455/GCA_000166455.2_ASM16645v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/166/455/GCF_000166455.1_ASM16645v2"
"Ralstonia solanacearum","UW163","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/587/135/GCA_001587135.1_ASM158713v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/587/135/GCF_001587135.1_ASM158713v1"
"Burkholderia mallei","6","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/755/845/GCA_000755845.1_ASM75584v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/755/845/GCF_000755845.1_ASM75584v1"
"Ehrlichia chaffeensis str. Saint Vincent","Saint Vincent","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/632/925/GCA_000632925.1_ASM63292v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/632/925/GCF_000632925.1_ASM63292v1"
"Bacillus thuringiensis serovar chinensis CT-43","CT-43","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/193/355/GCA_000193355.1_ASM19335v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/193/355/GCF_000193355.1_ASM19335v1"
"Burkholderia pseudomallei BPC006","BPC006","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/294/635/GCA_000294635.1_ASM29463v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/294/635/GCF_000294635.1_ASM29463v1"
"Burkholderia cenocepacia","DDS 22E-1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/755/725/GCA_000755725.1_ASM75572v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/755/725/GCF_000755725.1_ASM75572v1"
"Corynebacterium glutamicum SCgG2","SCgG2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/404/185/GCA_000404185.1_ASM40418v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/404/185/GCF_000404185.1_ASM40418v1"
"Chlamydia trachomatis L2b/UCH-1/proctitis","UCH-1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/068/525/GCA_000068525.2_ASM6852v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/068/525/GCF_000068525.2_ASM6852v2"
"Thermus thermophilus","TTHNAR1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/604/845/GCA_900604845.1_TTHNAR1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/604/845/GCF_900604845.1_TTHNAR1"
"Bacillus pumilus","PDSLzg-1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/704/975/GCA_001704975.1_ASM170497v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/704/975/GCF_001704975.1_ASM170497v1"
"Lactobacillus reuteri TD1","TD1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/439/275/GCA_000439275.1_ASM43927v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/439/275/GCF_000439275.1_ASM43927v1"
"Streptococcus thermophilus MN-ZLW-002","MN-ZLW-002","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/262/675/GCA_000262675.1_ASM26267v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/262/675/GCF_000262675.1_ASM26267v1"
"Shewanella baltica BA175","BA175","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/147/735/GCA_000147735.3_ASM14773v3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/147/735/GCF_000147735.2_ASM14773v3"
"Shigella dysenteriae","93-119","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/949/555/GCA_002949555.1_ASM294955v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/949/555/GCF_002949555.1_ASM294955v1"
"Legionella pneumophila subsp. pneumophila ATCC 43290","ATCC 43290","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/239/175/GCA_000239175.1_ASM23917v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/239/175/GCF_000239175.1_ASM23917v1"
"Bacillus licheniformis","SCDB 14","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/074/095/GCA_002074095.1_ASM207409v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/074/095/GCF_002074095.1_ASM207409v1"
"Bacteroides fragilis","S14","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/682/215/GCA_001682215.1_ASM168221v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/682/215/GCF_001682215.1_ASM168221v1"
"Acinetobacter baumannii D1279779","D1279779","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/186/665/GCA_000186665.4_ASM18666v4","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/665/GCF_000186665.3_ASM18666v4"
"Streptococcus suis JS14","JS14","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/186/405/GCA_000186405.1_ASM18640v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/405/GCF_000186405.1_ASM18640v1"
"Mycoplasma hyopneumoniae 7422","7422","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/427/215/GCA_000427215.1_ASM42721v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/427/215/GCF_000427215.1_ASM42721v1"
"Vibrio vulnificus","FORC_009","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/433/435/GCA_001433435.1_ASM143343v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/433/435/GCF_001433435.1_ASM143343v1"
"Pseudomonas aeruginosa DK2","DK2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/271/365/GCA_000271365.1_ASM27136v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/271/365/GCF_000271365.1_ASM27136v1"
"Pseudomonas syringae CC1557","CC1557","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/452/705/GCA_000452705.3_ASM45270v3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/452/705/GCF_000452705.1_ASM45270v3"
"Streptococcus agalactiae 09mas018883","09mas018883","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/427/035/GCA_000427035.1_09mas018883","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/427/035/GCF_000427035.1_09mas018883"
"Histophilus somni","USDA-ARS-USMARC-63369","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/162/235/GCA_002162235.1_ASM216223v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/162/235/GCF_002162235.1_ASM216223v1"
"Bifidobacterium longum subsp. longum JCM 1217","JCM 1217","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/555/GCA_000196555.1_ASM19655v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/555/GCF_000196555.1_ASM19655v1"
"Bacillus anthracis str. H9401","H9401","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/258/885/GCA_000258885.1_ASM25888v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/258/885/GCF_000258885.1_ASM25888v1"
"Fusobacterium nucleatum subsp. animalis","KCOM 1279","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/296/085/GCA_001296085.1_ASM129608v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/296/085/GCF_001296085.1_ASM129608v1"
"Shigella flexneri Shi06HN006","Shi06HN006","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/743/995/GCA_000743995.1_ASM74399v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/743/995/GCF_000743995.1_ASM74399v1"
"Agrobacterium tumefaciens","1D1460","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/666/445/GCA_003666445.1_ASM366644v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/666/445/GCF_003666445.1_ASM366644v1"
"Leptospira interrogans serovar Manilae","UP-MMC-NIID LP","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/047/635/GCA_001047635.1_ASM104763v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/047/635/GCF_001047635.1_ASM104763v1"
"Streptococcus pneumoniae P1031","P1031","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/005/GCA_000019005.1_ASM1900v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/005/GCF_000019005.1_ASM1900v1"
"Streptococcus pyogenes MGAS10394","MGAS10394","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/665/GCA_000011665.1_ASM1166v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/665/GCF_000011665.1_ASM1166v1"
"Xylella fastidiosa subsp. sandyi Ann-1","Ann-1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/698/805/GCA_000698805.1_ASM69880v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/698/805/GCF_000698805.1_ASM69880v1"
"Pseudomonas putida BIRD-1","BIRD-1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/183/645/GCA_000183645.1_ASM18364v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/645/GCF_000183645.1_ASM18364v1"
"Neisseria meningitidis alpha14","alpha14","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/083/565/GCA_000083565.1_ASM8356v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/083/565/GCF_000083565.1_ASM8356v1"
"Buchnera aphidicola (Cinara tujafilina)","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/217/635/GCA_000217635.1_ASM21763v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/217/635/GCF_000217635.1_ASM21763v1"
"Chlamydia pneumoniae","Wien1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/007/025/GCA_001007025.1_Wien1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/007/025/GCF_001007025.1_Wien1"
"Helicobacter pylori G27","G27","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/165/GCA_000021165.1_ASM2116v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/165/GCF_000021165.1_ASM2116v1"
"Escherichia coli O157:H7 str. Sakai","Sakai substr. RIMD 0509952","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/865/GCA_000008865.2_ASM886v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/865/GCF_000008865.2_ASM886v2"
"Actinobacillus pleuropneumoniae","S4074","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/290/385/GCA_003290385.1_ASM329038v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/290/385/GCF_003290385.1_ASM329038v1"
"Haemophilus influenzae F3031","F3031","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/197/875/GCA_000197875.1_ASM19787v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/197/875/GCF_000197875.1_ASM19787v1"
"Prochlorococcus marinus str. AS9601","AS9601","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/645/GCA_000015645.1_ASM1564v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/645/GCF_000015645.1_ASM1564v1"
"Mycobacterium avium subsp. paratuberculosis","E1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/835/225/GCA_000835225.1_ASM83522v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/835/225/GCF_000835225.1_ASM83522v1"
"Mycobacterium tuberculosis H37Ra","H37Ra; ATCC 25177","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/145/GCA_000016145.1_ASM1614v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/145/GCF_000016145.1_ASM1614v1"
"Clostridium perfringens","JP838","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/579/785/GCA_001579785.1_ASM157978v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/579/785/GCF_001579785.1_ASM157978v1"
"Listeria monocytogenes 08-5578","08-5578","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/093/125/GCA_000093125.2_ASM9312v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/093/125/GCF_000093125.2_ASM9312v2"
"Bacillus cereus AH187","AH187","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/225/GCA_000021225.1_ASM2122v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/225/GCF_000021225.1_ASM2122v1"
"Staphylococcus epidermidis","1457","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/085/695/GCA_002085695.1_ASM208569v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/085/695/GCF_002085695.1_ASM208569v1"
"Lactococcus lactis subsp. lactis CV56","CV56","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/192/705/GCA_000192705.1_ASM19270v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/192/705/GCF_000192705.1_ASM19270v1"
"Yersinia pestis Pestoides F","Pestoides F","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/445/GCA_000016445.1_ASM1644v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/445/GCF_000016445.1_ASM1644v1"
"Staphylococcus aureus subsp. aureus Mu3","Mu3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/445/GCA_000010445.1_ASM1044v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/445/GCF_000010445.1_ASM1044v1"
"Pseudomonas fluorescens","UK4","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/730/425/GCA_000730425.1_ASM73042v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/730/425/GCF_000730425.1_ASM73042v1"
"Xanthomonas campestris pv. campestris str. CN15","CN15","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/403/575/GCA_000403575.2_ASM40357v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/403/575/GCF_000403575.2_ASM40357v2"
"Campylobacter jejuni subsp. jejuni 81116","81116; NCTC 11828","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/905/GCA_000017905.1_ASM1790v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/905/GCF_000017905.1_ASM1790v1"
"Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91","287/91","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/525/GCA_000009525.1_ASM952v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/525/GCF_000009525.1_ASM952v1"
"Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150","ATCC 9150","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/885/GCA_000011885.1_ASM1188v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/885/GCF_000011885.1_ASM1188v1"
"Campylobacter jejuni subsp. jejuni IA3902","IA3902","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/425/GCA_000025425.1_ASM2542v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/425/GCF_000025425.1_ASM2542v1"
"Pseudomonas fluorescens","PCL1751","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/934/565/GCA_000934565.1_ASM93456v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/934/565/GCF_000934565.1_ASM93456v1"
"Xanthomonas campestris pv. arecae","NCPPB 2649","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/770/355/GCA_000770355.2_ASM77035v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/770/355/GCF_000770355.2_ASM77035v2"
"Staphylococcus aureus subsp. aureus str. Newman","Newman","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/465/GCA_000010465.1_ASM1046v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/465/GCF_000010465.1_ASM1046v1"
"Yersinia pestis Angola","Angola","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/805/GCA_000018805.1_ASM1880v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/805/GCF_000018805.1_ASM1880v1"
"Lactococcus lactis subsp. cremoris A76","A76","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/236/475/GCA_000236475.1_ASM23647v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/236/475/GCF_000236475.1_ASM23647v1"
"Staphylococcus epidermidis","ATCC 12228","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/215/535/GCA_002215535.1_ASM221553v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/215/535/GCF_002215535.1_ASM221553v1"
"Bacillus cereus G9842","G9842","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/305/GCA_000021305.1_ASM2130v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/305/GCF_000021305.1_ASM2130v1"
"Clostridium perfringens","FORC_025","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/854/085/GCA_001854085.1_ASM185408v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/854/085/GCF_001854085.1_ASM185408v1"
"Listeria monocytogenes FSL R2-561","FSL R2-561","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/168/575/GCA_000168575.2_ASM16857v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/168/575/GCF_000168575.2_ASM16857v2"
"Mycobacterium tuberculosis F11","F11","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/925/GCA_000016925.1_ASM1692v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/925/GCF_000016925.1_ASM1692v1"
"Mycobacterium avium subsp. paratuberculosis","E93","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/835/265/GCA_000835265.1_ASM83526v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/835/265/GCF_000835265.1_ASM83526v1"
"Haemophilus influenzae F3047","F3047","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/200/475/GCA_000200475.1_ASM20047v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/200/475/GCF_000200475.1_ASM20047v1"
"Actinobacillus pleuropneumoniae","KL 16","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/431/405/GCA_003431405.1_ASM343140v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/431/405/GCF_003431405.1_ASM343140v1"
"Prochlorococcus marinus str. MIT 9515","MIT 9515","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/665/GCA_000015665.1_ASM1566v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/665/GCF_000015665.1_ASM1566v1"
"Helicobacter pylori P12","P12","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/465/GCA_000021465.1_ASM2146v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/465/GCF_000021465.1_ASM2146v1"
"Chlamydia pneumoniae","K7","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/007/045/GCA_001007045.1_K7","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/007/045/GCF_001007045.1_K7"
"Buchnera aphidicola str. Ak (Acyrthosiphon kondoi)","Ak","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/225/445/GCA_000225445.1_ASM22544v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/225/445/GCF_000225445.1_ASM22544v1"
"Neisseria meningitidis alpha710","alpha710","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/152/165/GCA_000152165.1_ASM15216v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/152/165/GCF_000152165.1_ASM15216v1"
"Pseudomonas putida S16","S16","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/219/705/GCA_000219705.1_ASM21970v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/219/705/GCF_000219705.1_ASM21970v1"
"Xylella fastidiosa MUL0034","MUL0034","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/698/825/GCA_000698825.1_ASM69882v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/698/825/GCF_000698825.1_ASM69882v1"
"Escherichia coli CFT073","CFT073","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/445/GCA_000007445.1_ASM744v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/445/GCF_000007445.1_ASM744v1"
"Streptococcus pyogenes MGAS5005","MGAS5005","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/765/GCA_000011765.2_ASM1176v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/765/GCF_000011765.3_ASM1176v2"
"Streptococcus pneumoniae Taiwan19F-14","Taiwan19F-14","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/025/GCA_000019025.1_ASM1902v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/025/GCF_000019025.1_ASM1902v1"
"Leptospira interrogans serovar Manilae","UP-MMC-NIID HP","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/047/655/GCA_001047655.1_ASM104765v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/047/655/GCF_001047655.1_ASM104765v1"
"Agrobacterium tumefaciens","15955","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/666/465/GCA_003666465.1_ASM366646v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/666/465/GCF_003666465.1_ASM366646v1"
"Bacillus anthracis str. A16R","A16R","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/512/775/GCA_000512775.2_ASM51277v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/512/775/GCF_000512775.2_ASM51277v2"
"Fusobacterium nucleatum subsp. animalis","KCOM 1325","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/296/145/GCA_001296145.1_ASM129614v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/296/145/GCF_001296145.1_ASM129614v1"
"Bifidobacterium longum subsp. infantis 157F","157F","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/575/GCA_000196575.1_ASM19657v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/575/GCF_000196575.1_ASM19657v1"
"Histophilus somni","USDA-ARS-USMARC-63370","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/162/255/GCA_002162255.1_ASM216225v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/162/255/GCF_002162255.1_ASM216225v1"
"Shigella flexneri","FDAARGOS_74","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/783/735/GCA_000783735.2_ASM78373v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/783/735/GCF_000783735.2_ASM78373v2"
"Streptococcus agalactiae ILRI005","ILRI005","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/427/075/GCA_000427075.1_ILRI005","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/427/075/GCF_000427075.1_ILRI005"
"Pseudomonas syringae pv. actinidiae ICMP 18884","ICMP 18884","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/648/735/GCA_000648735.3_ASM64873v3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/648/735/GCF_000648735.3_ASM64873v3"
"Pseudomonas aeruginosa SJTD-1","SJTD-1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/271/985/GCA_000271985.2_ASM27198v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/271/985/GCF_000271985.2_ASM27198v2"
"Vibrio vulnificus","ATL 6-1306","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/558/515/GCA_001558515.2_ASM155851v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/558/515/GCF_001558515.2_ASM155851v2"
